SMILES,logBCF
CCC(=O)Nc1ccc(Cl)c(Cl)c1,1.92
O=C1C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,3.06
CC(C)(C)c1ccc(CCOc2ncnc3ccccc23)cc1,2.78
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,1.5
Brc1cccc(Br)c1-c1c(Br)cccc1Br,4.97
COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,3.21
COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1Cl,1.94
COP(=S)(OC)Oc1ccccc1,1.89
Clc1cc2c(oc3c(Cl)c(Cl)c(Cl)cc32)c(Cl)c1Cl,3.98
Clc1cc2c(oc3cc(Cl)c(Cl)c(Cl)c32)c(Cl)c1Cl,3.94
Clc1cc2c(c(Cl)c1Cl)Oc1c(cc(Cl)c(Cl)c1Cl)O2,3.92
Clc1cc2c(oc3c(Cl)c(Cl)ccc32)c(Cl)c1Cl,3.57
Clc1ccc2c(oc3c(Cl)c(Cl)c(Cl)c(Cl)c32)c1Cl,2.78
CCc1cccc(-c2cccc(CC)c2)c1,3.76
C=Cc1cccc(C=C)c1,2.54
C=Cc1ccc(C=C)cc1,2.48
Clc1cc(Cl)c2cc(Cl)ccc2c1,4.43
CC(C)(c1ccc(OC(F)(F)C(F)F)cc1)c1ccc(OC(F)(F)C(F)F)cc1,4.35
CC(C)(C)CC(C)(C)c1ccc(OC(F)(F)C(F)F)cc1,3.92
Clc1cc2oc3c(Cl)c(Cl)c(Cl)c(Cl)c3c2cc1Cl,3.9
Clc1cccc2cccc(Cl)c12,3.79
CC(C)CC(C)(c1ccc(OC(F)(F)C(F)F)cc1)c1ccc(OC(F)(F)C(F)F)cc1,3.76
CC(C)C(C)C(C)(C)c1ccc(OC(F)(F)C(F)F)cc1,3.71
COc1c(Cl)c(Cl)cc(Cl)c1Cl,3.69
Clc1cc2oc3cc(Cl)c(Cl)c(Cl)c3c2cc1Cl,3.58
Cc1ccc2c(ccc3ccccc32)c1,3.48
COc1c(Cl)cc(Cl)c(Cl)c1Cl,3.34
Clc1cc2oc3c(Cl)c(Cl)cc(Cl)c3c2c(Cl)c1Cl,3.2
CCCCC(CC)C(c1ccc(OC(F)(F)C(F)F)cc1)c1ccc(OC(F)(F)C(F)F)cc1,3.19
COc1cc(Cl)c(Cl)c(Cl)c1,3.09
Clc1cc(Cl)c2c(oc3c(Cl)cc(Cl)c(Cl)c32)c1Cl,2.96
CCCCCCCc1ccc(OC(F)(F)C(F)F)cc1,2.96
CCCCCCC(C)(c1ccc(OC(F)(F)C(F)F)cc1)c1ccc(OC(F)(F)C(F)F)cc1,2.85
Clc1cc2oc3c(Cl)c(Cl)ccc3c2cc1Cl,2.72
Cc1c(Cl)cccc1[N+](=O)[O-],1.99
Cc1ccc(Cl)cc1[N+](=O)[O-],1.92
CNC(=O)Oc1cc(C)c(N(C)C)c(C)c1,1.42
CC1CNC(=S)N1,1
Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],0.9
CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,1.43
COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl,3.62
COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,1.72
COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(Cl)c1,1.55
CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1,1.8
CCSC(=O)N1CCCCCC1,2.22
NC(=O)c1c(Cl)cccc1Cl,1.5
Clc1cc(Cl)c(-c2cc(Cl)c(Cl)c(Cl)c2Cl)cc1Cl,6.06
Clc1cc(Cl)c(-c2ccc(Cl)c(Cl)c2Cl)cc1Cl,5.73
Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)cc1Cl,5.88
Clc1cc(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c(Cl)c1Cl,5.68
Clc1ccc(-c2c(Cl)ccc(Cl)c2Cl)cc1Cl,5.13
Clc1ccc(-c2ccc(Cl)c(Cl)c2)cc1,4.58
Clc1ccc(-c2ccccc2Cl)cc1Cl,4.5
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3.72
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(OC(F)F)cc1,3.52
CCOc1ccc(C(C)(C)COCc2cccc(Oc3ccccc3)c2)cc1,3.6
CC(C)=CC1C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,3.55
CC(=O)c1c(C)c([N+](=O)[O-])c(C(C)(C)C)c([N+](=O)[O-])c1C,3.09
CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,3.02
CC(=O)c1cc2c(cc1C)C(C)(C)C(C)CC2(C)C,2.78
CCOP(=S)(OCC)SCSC(C)(C)C,2.63
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.65
CCOP(=S)(OCC)SCn1nnc2ccccc2c1=O,2.27
CCNc1nc(NC(C)(C)C)nc(SC)n1,1.95
CCOP(=S)(CC)Sc1ccccc1,1.89
CCOP(=S)(OCC)Oc1ccc(S(C)=O)cc1,1.68
COP(=S)(OC)SCn1nnc2ccccc2c1=O,1.62
O=C(O)CNCP(=O)(O)O,1.4
CCNc1nc(NC(C)CC)nc(OC)n1,1.2
CSc1nnc(C(C)(C)C)c(=O)n1N,1.27
COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,0.93
Clc1c(Cl)c(Cl)c(-c2ccccc2)c(Cl)c1Cl,4.85
Clc1cc(Cl)cc(-c2cc(Cl)ccc2Cl)c1,4.85
Clc1cc(Cl)c(-c2c(Cl)cccc2Cl)c(Cl)c1,4.81
Clc1cc(Cl)c(-c2ccc(Cl)c(Cl)c2)c(Cl)c1,4.81
Clc1cc(Cl)c(Cl)c(-c2ccccc2)c1Cl,4.71
Clc1cc(Cl)c(-c2cc(Cl)ccc2Cl)c(Cl)c1,4.58
Clc1ccc(-c2ccc(Cl)c(Cl)c2)c(Cl)c1,4.59
Clc1ccc(Cl)c(-c2c(Cl)cccc2Cl)c1,4.3
Clc1cc(-c2ccccc2)c(Cl)c(Cl)c1Cl,4.39
Clc1ccc(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl,4.45
Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)cc1Cl,4.38
CC(C)c1ccc2ccccc2c1,3.97
Cc1c(Cl)c(Br)c(Br)c(Br)c1Br,3.98
OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,3.95
Cc1cc(Cl)c(Cl)cc1Cl,3.71
Clc1ccc2oc3ccc(Cl)cc3c2c1,3.66
CCCCCCc1ccc(-c2ccc(C#N)cc2)cc1,3.6
CC1CC(C)CC(C)(C)C1,3.65
c1ccc(-c2cccc3ccccc23)cc1,3.51
CC(C)C1CCC(C(C)C)CC1,3.25
Cc1c(F)c(F)c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)c(F)c1F,3.48
Clc1cc2ccccc2c2ccccc12,3.47
C=CCCC(CC)CCCC,3.43
Clc1ccc2c(c1)oc1cc(Cl)c(Cl)c(Cl)c12,3.41
C=CCCCCCCCCCC,3.4
Nc1ccc(Cc2ccc(N)c(Cl)c2Cl)c(Cl)c1Cl,3.36
CC(C)CC1CC(C)CCC1C,3.37
CC1CC(C)CC(C)C1,2.41
CCCCCCCC(C)C(C)(C)C,3.34
Cc1ccc2c(c1)CCCC2(C)C,3.33
Cc1ccc(C)c(Cc2ccccc2)c1,3.25
CCCCCCC(CC)CC,3.32
CCCCC(C)C(C)C,3.32
c1ccc(Nc2cccc3ccccc23)cc1,3.3
Clc1cc(Cl)cc(Cl)c1,3.24
CC(C)CC1CCCCC1,3.3
CC(=CC(C)(C)C)CC(C)(C)C,3.29
CC(=CC(C)C)CC(C)C,3.29
CCCCCCC1CCCCC1,3.29
Cc1ccc(N=CN(C)C=Nc2ccc(C)cc2C)c(C)c1,3.26
C=CCCCCCCCC,3.22
c1ccc2c(c1)oc1ccccc12,3.17
C=CCCCCCCC,2.93
CCCCC(C)CCCC(C)C,3.18
Brc1ccc(Br)c(Br)c1Br,3.18
Cc1cccc2c1ccc1ccccc12,3.18
CCCCC(CC)CN1C(=O)C2C(C1=O)C1(C(C)C)C=CC2(C)CC1,2.99
CC(C)c1cccc(C(C)C)c1,3.15
CCCCCCCCC,3.15
CC(COc1ccc(Oc2ccccc2)cc1)Oc1ccccn1,3.14
c1ccc(Nc2ccc(Nc3ccccc3)cc2)cc1,3.13
CC1CCC(C)c2ccccc21,3.12
Clc1cc(Cl)c(Cl)c(Cl)c1,3.19
Clc1cc2c(oc3c(Cl)cccc32)c(Cl)c1Cl,3.11
c1ccc(-c2ccccc2-c2ccccc2)cc1,3.22
OCc1cc(Cl)cc(Cl)c1Cl,3.09
CC(Cc1ccc(C(C)(C)C)cc1)CN1CC(C)OC(C)C1,3.03
Clc1ccc2c(c1)oc1c(Cl)cccc12,3.01
c1ccc(Cc2ccccc2)cc1,2.99
Cc1ccc2cc(C)c(C)cc2c1,3
C=C1C2CCC(C2)C1(C)C,3
CC(C)COc1ccc2ccccc2c1,2.88
C=C(C)c1ccc(Cl)cc1,2.97
C1CCC2CCCC2C1,2.91
Clc1cc2c(cc1Cl)Oc1ccccc1O2,2.88
CC1C=CCC(C)(C)C1,2.87
Cc1ccc(C)c(C)c1C,2.82
c1ccc2c(c1)ccc1cc3c(ccc4ccccc43)cc12,2.8
Brc1cccc(Br)c1,2.73
Cc1cccc(C(C)C)c1,2.78
COP(=O)(OC)Oc1ccccc1,2.76
CCc1ccc(CC)cc1,2.69
Cc1ccc2ccc3cccc4ccc1c2c34,2.73
CC(C)CCCCCCCCCCO,2.73
c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,2.67
CCOC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,2.53
O=C(Cc1ccccc1)N=C(NOCC1CC1)c1c(C(F)(F)F)ccc(F)c1F,2.72
CCc1cc2ccccc2c2ccccc12,2.52
Cc1cc2ccccc2cc1C,2.71
CCCCC(CC)COP(=O)(Oc1ccccc1)Oc1ccccc1,2.62
ClCCOC(c1ccccc1)c1ccccc1,2.59
c1ccc2c(c1)Nc1ccccc1S2,2.62
Clc1cccc(-c2cccc(Cl)c2)c1,2.63
CC(C)CCCCCCCOP(=O)(Oc1ccccc1)Oc1ccccc1,2.61
Cc1cc(C2CC2)nc(Nc2ccccc2)n1,2.59
CCCOCC(=Nc1ccc(Cl)cc1C(F)(F)F)n1ccnc1,2.59
Cc1cc2ccccc2c2ccccc12,2.44
CCC(C)c1cccc(C(C)CC)c1O,2.56
Clc1cccc(Cl)c1,2.5
c1ccc(COCc2ccccc2)cc1,2.5
CC(C)CCCCCCCO,2.51
O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,2.42
c1ccc2c(c1)CCCC2,2.48
CC12CCC(C(=Cc3ccccc3)C1=O)C2(C)C,2.46
O=C1c2ccccc2C(=O)c2c(Cl)cccc21,2.31
Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,2.38
c1ccc2c(c1)c1ccccc1c1ccccc21,2.41
Cc1ccc2cc3ccccc3cc2c1,2.41
c1ccc2nc3ccccc3cc2c1,2.31
c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,2.38
CCNc1cccc2ccccc12,2.36
O=C1c2ccccc2C(=O)c2c(O)cccc21,2.2
Nc1cc(Cl)c(Cl)c(Cl)c1,2.36
ClC1CCCCC1,1.35
O=C1c2ccccc2C(=O)c2cc(Cl)ccc21,2.32
Nc1cc(Cl)c(Cl)cc1Cl,2.32
Cc1cccc(C)c1C,2.33
FC(F)(F)c1cccc(Cl)c1,2.3
COc1cccc2ccccc12,2.3
Brc1ccc(Br)cc1,2.26
Nc1ccc(-c2ccc(N)c(Cl)c2)cc1Cl,2.28
COP(=S)(OC)Oc1ccc(SC)c(C)c1,2.41
Cc1ccc(C)c(C)c1,2.22
c1ccc2c(c1)ccc1c3ccccc3ccc21,2.29
CCCCOC(=O)c1ccccc1C(=O)OCCCC,2.25
CC(Cc1ccc(C(C)(C)C)cc1)CN1CCCCC1,2.2
CCCCCCCCOc1ccc(C(=O)c2ccccc2)c(O)c1,2.01
Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,2.15
BrCCCCCCCCCCBr,1.97
Nc1c(Cl)cc(Cl)cc1Cl,2.08
Nc1cccc2c1C(=O)c1ccccc1C2=O,2.07
CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,1.8
CCCCCCCCCCCCc1ccc(S(=O)(=O)O)cc1,1.58
O=C1c2ccccc2C(=O)c2ccccc21,2
Nc1c(Oc2ccc(Br)cc2)cc(O)c2c1C(=O)c1ccccc1C2=O,2.01
C1CCCCC1,1.95
CCCC(Cn1cncn1)c1ccc(Cl)cc1Cl,1.97
C=C(C)c1ccccc1,1.88
CSc1nc(NC(C)C)nc(NC(C)C)n1,1.93
COc1cc(Cl)c(Cl)cc1O,1.95
Oc1cc(Cl)cc(Cl)c1,1.95
C=Cc1ccncc1,1.9
CCCCOCCCC,1.89
Cc1ccccc1Cl,1.89
CCCN(CC)CC1COC2(CCC(C(C)(C)C)CC2)O1,1.9
CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,2.24
OC(c1ccccc1)c1ccc(Cl)cc1,1.78
N#CSCSc1nc2ccccc2s1,2.01
C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl,1.81
Oc1ccc(Cl)c(Cl)c1,1.8
CC(C)(C)c1ccc(O)cc1,1.78
CN(C)C1CSSC1,1.74
FC(F)(F)c1ccccc1,1.68
CCCCCCCCCCCCCCCC,1.77
ClCC(Cl)(Cl)CCl,1.63
FC(F)(Cl)C(F)(Cl)Cl,1.64
Cc1cc(-c2ccc(N)c(C)c2)ccc1N,1.61
Nc1ccc2c(c1)C(=O)c1ccccc1C2=O,1.64
O=C1c2ccccc2C(=O)c2c1ccc1ccccc21,1.83
CCNc1nc(NC(C)C)nc(SC)n1,1.46
Oc1ccccc1Br,1.53
CC1(O)CC2CCC1(C)C2(C)C,1.48
O=NN(c1ccccc1)c1ccccc1,1.51
N#Cc1cc(I)c(O)c(I)c1,1.46
CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc21,1.43
CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,1.42
Oc1cccc(Cl)c1Cl,1.34
N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,1.71
BrC(Br)Br,1.18
CCCCCl,1.21
CCCCN(CCCC)CCCC,1.27
Cc1ccc(O)c(C)c1,1.31
c1ccc2sc(SSc3nc4ccccc4s3)nc2c1,1.26
ClCC(Br)CBr,1.13
S=C(SSSSC(=S)N1CCCCC1)N1CCCCC1,1.15
CCNc1nc(Cl)nc(NCC)n1,1.06
Oc1ccccc1Cl,1.18
Cc1cccc(O)c1,1.07
ClC(Cl)(Cl)Cl,0.99
Oc1c(Cl)cc(Cl)c2ccccc12,1.12
Oc1cccc(Br)c1,1.09
CC(C)OP(=O)(OC(C)C)SCc1ccccc1,1.19
O=C(O)c1ccccc1,0.97
O=C(O)c1ccc(Cl)cc1,1
CCNc1ccccc1,1.03
CC(Oc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1)C(=O)O,0.94
N#Cc1ccc(O)cc1,0.91
CC1CCC(C(C)C)C(O)C1,1.01
FC(F)(Cl)Cl,0.86
CCOP(=S)(OCC)Oc1ccc(=O)n(-c2ccccc2)n1,0.96
CC(C)CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC(C)C,0.97
CCNc1nc(Cl)nc(NC(C)(C)C)n1,0.85
N#Cc1cc(Br)c(O)c(Br)c1,0.98
CNc1ccccc1C,0.84
CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,1.16
N=C(Nc1ccccc1)Nc1ccccc1,1.02
Cc1cc(=O)n(-c2cc(Cl)c(S(=O)(=O)O)cc2Cl)[nH]1,0.93
CC1(C)CCC(=Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,0.78
Cc1[nH]c(=O)n(C(C)(C)C)c(=O)c1Cl,0.78
BrC(Br)C(Br)Br,0.76
O=C(Nc1ccccc1)c1cc2ccccc2cc1O,0.73
Brc1c(Br)c(Br)c(-c2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,0.67
CNc1ccccc1,0.8
S=C(NC1CCCCC1)NC1CCCCC1,0.67
CC(N)c1ccccc1,0.68
CCC(C)c1ccc(OCC(O)CO)cc1,0.69
CCCCC(CC)COP(=O)(O)OCC(CC)CCCC,0.62
C=CC(Cl)CCl,0.83
O=C1CCCCC1C1=CCCCC1,0.69
CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,0.64
CC(Cl)CCl,0.63
CCNc1nc(Cl)nc(NC(C)C)n1,0.64
Oc1ccccc1,0.9
CN(C)C(=S)SSC(=S)N(C)C,0.54
C=CCN(CC=C)CC=C,0.56
CCOc1ccc(N)cc1,0.62
CCCCCCCCCCCCCCc1ccc(S(=O)(=O)O)cc1,0.52
CCCC(=NOCC)C1C(=O)CC(CC(C)SCC)CC1=O,0.51
Cc1ccc(C)c(N)c1,0.53
COP(=S)(OC)Oc1ccc(S(C)(=O)=O)c(C)c1,0.69
CCOCC,0.61
Cc1cc(Cl)ccc1OC(C)C(=O)O,0.48
Cc1ccccc1CN,0.57
OCc1ccc(Cl)c(Cl)c1,0.51
CCC(C)c1ccccc1OC(=O)NC,0.74
O=C1C(=C2Nc3ccccc3C2=O)Nc2ccccc21,0.46
CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O,0.67
CC(O)COCC(C)O,0.48
O=C(ON=C1C=CC(=NOC(=O)c2ccccc2)C=C1)c1ccccc1,0.43
O=C(O)C(Br)C(Br)C(=O)O,0.55
CCNc1ccc(C)cc1,0.49
N#Cc1cccc(C#N)c1,0.65
OCc1c(Cl)cccc1Cl,0.51
O=S1(=O)CCCC1,0.61
O=P(OCC(Br)CBr)(OCC(Br)CBr)OCC(Br)CBr,0.69
CC(C)(C)O,0.46
O=C(O)c1ccc(C(=O)O)nc1,0.6
CN1CCCCC1,0.62
NS(=O)(=O)c1ccccc1,0.51
CC(Cc1ccc(C(C)(C)C)cc1)C(=O)O,0.75
O=C(O)c1cc2ccccc2cc1O,0.44
CCNc1nc(NCC)nc(SC)n1,0.31
Nc1cccc(Cl)c1,0.34
Nc1ccccc1,0.29
CNC(=O)ON=C(SC)C(=O)N(C)C,0.3
CNC(=O)Oc1cc(C)cc(C)c1,0.34
CC(C)(O)C(Cl)(Cl)Cl,0.28
O=NN(O)C1CCCCC1,0.56
Nc1cccc2c(N)cccc12,0.37
OCC(O)c1ccccc1Cl,0.39
C1CNCCN1,0.41
CC(C)CN1CCOCC1,0.22
CCN(CC)CC,0.43
CCc1cnc(C2=NC(=O)C(C)(C(C)C)N2)c(C(=O)O)c1,0.2
COC(=O)c1ccccc1CS(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,0.2
COc1ncc(F)c2nc(S(=O)(=O)Nc3c(F)cccc3F)nn12,0.18
Nc1ccc2cc(S(=O)(=O)O)cc(O)c2c1,0.34
O=C1CCCCCCCCCCCN1,0.22
COP(=S)(OC)Oc1ccc(S(C)=O)c(C)c1,0.21
NCCNCCO,0.23
COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2OCCCl)n1,0.11
O=C(O)Cc1cccc2ccccc12,0.26
CS(C)=O,0.31
CC(C)(C)C(=O)O,0.29
COCN(COC)c1nc(N(COC)COC)nc(N(COC)COC)n1,0.3
C(=NC1CCCCC1)=NC1CCCCC1,0.09
O=P(O)(O)OCC(Cl)(Cl)Cl,0.08
O=C(O)c1c(Cl)ccc(Cl)c1Cl,0.38
O=C(O)c1nc(Cl)ccc1Cl,0
CNC(=O)Oc1cccc(N=CN(C)C)c1,0
c1ccc2cc(SSc3ccc4ccccc4c3)ccc2c1,0.13
Nc1nc(N)nc(NC2CC2)n1,0
Cc1cc(Cl)ccc1OCC(=O)O,0.14
C1COCCN1,0.18
Nc1nnc[nH]1,-0.02
OCC(CO)(CO)CO,0
O=[PH](O)c1ccccc1,0.34
C=CCOP(=O)(OCC=C)OCC=C,0.08
COC(=O)c1sccc1S(=O)(=O)NC(=O)Nc1nc(C)nc(OC)n1,-0.1
O=C(O)c1c(Cl)ccc2cc(Cl)cnc12,-0.1
COP(=O)(OC)OC=C(Cl)Cl,-0.23
O=C(O)c1ccc(Cl)c2c(Cl)ccc(C(=O)O)c12,0.3
O=C(O)c1c(Cl)cccc1Cl,0.14
CNc1ccc(C(=O)O)cc1,0.34
CC(=O)CC(=O)Nc1ccc(-c2ccc(NC(=O)CC(C)=O)c(C)c2)cc1C,-0.06
C1COCCO1,-0.29
S=C1NCCN1,-0.16
O=C(O)C1(C(=O)Nc2ccc(Cl)cc2Cl)CC1,-0.4
O=C(O)COc1ccc(Cl)cc1Cl,0.06
COCc1cnc(C2=NC(=O)C(C)(C(C)C)N2)c(C(=O)O)c1,-1
Clc1ccc(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1,5.71
Clc1ccc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,5.73
Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1,5.71
Clc1ccc(Cl)c(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c1,5.56
Clc1cc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl,5.5
Clc1ccc(Cl)c(-c2c(Cl)ccc(Cl)c2Cl)c1Cl,5.21
Clc1cc(Cl)c(-c2cccc(Cl)c2Cl)cc1Cl,5.19
Clc1cc(Cl)c(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)c1,5.31
Clc1ccc(Cl)c(-c2cc(Cl)cc(Cl)c2Cl)c1,5.27
Clc1ccc(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1,5.37
Clc1ccc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c(Cl)c1Cl,5.26
Clc1ccc(-c2c(Cl)ccc(Cl)c2Cl)cc1,5.19
Clc1cccc(-c2c(Cl)ccc(Cl)c2Cl)c1Cl,5.15
Clc1cc(Cl)c(-c2c(Cl)ccc(Cl)c2Cl)cc1Cl,5.08
Clc1ccc(-c2c(Cl)cccc2Cl)cc1,5.08
Clc1ccc(-c2c(Cl)ccc(Cl)c2Cl)c(Cl)c1Cl,4.88
Clc1ccc(-c2cc(Cl)c(Cl)cc2Cl)c(Cl)c1,4.86
Clc1ccc(Cl)c(-c2c(Cl)ccc(Cl)c2Cl)c1,4.78
Clc1ccc(Cl)c(-c2cccc(Cl)c2Cl)c1,4.65
Clc1ccc(-c2cc(Cl)c(Cl)cc2Cl)cc1,4.6
Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)cc1,4.58
ClC1(Cl)C2(Cl)C3C4(Cl)C1(Cl)C1(Cl)C4(Cl)C(Cl)(Cl)C3(Cl)C21Cl,4.55
Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1,4.48
Clc1ccc(-c2cccc(Cl)c2Cl)cc1,4.47
Clc1ccc(-c2ccccc2Cl)c(Cl)c1,4.37
Clc1ccc(-c2c(Cl)ccc(Cl)c2Cl)c(Cl)c1,4.18
Clc1ccc(-c2ccccc2)c(Cl)c1Cl,4.06
O=C1C(Cl)=C(Cl)C(=O)c2ccccc21,4.04
COc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,3.93
Clc1cc(Cl)c(-c2ccccc2)c(Cl)c1,3.93
ClC1=C(Cl)C2(Cl)C3CC(Cl)(Cl)CC3C1(Cl)C2(Cl)Cl,4.16
Clc1cc(Cl)c(-c2ccccc2Cl)c(Cl)c1,3.73
ClC(Cl)=C(Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,3.73
Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,2.88
Clc1ccc(-c2cc(Cl)ccc2Cl)cc1,4.01
Clc1ccc(-c2c(Cl)cc(Cl)cc2Cl)c(Cl)c1,3.61
ClC1=C(Cl)C2(Cl)C3C4C=CC(C4)C3C1(Cl)C2(Cl)Cl,3.76
Clc1ccc(-c2ccccc2Cl)cc1,3.69
BrC1CCC(Br)C(Br)CCC(Br)C(Br)CCC1Br,3.69
Clc1cc(Cl)c(Oc2ccccc2)cc1Cl,3.51
Cc1c(Cl)c(Cl)c(C)c(Cl)c1Cl,3.39
Cc1c([N+](=O)[O-])c(C)c([N+](=O)[O-])c(C(C)(C)C)c1[N+](=O)[O-],3.62
CC(C)(C)c1cc(-n2nc3ccccc3n2)c(O)c(C(C)(C)C)c1,3.64
ClC(COCC(Cl)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,3.37
COc1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+](=O)[O-],3.41
FC(F)(F)c1ccc(Cl)cc1Cl,3.39
Clc1cc(Cl)c(-c2c(Cl)cc(Cl)cc2Cl)c(Cl)c1,3.25
CC(C)=CC(C)(C)CC(C)(C)C,3.38
COc1cc(Cl)c(Cl)c(Cl)c1Cl,3.47
CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,3.24
Clc1cc2c(c(Cl)c1Cl)Oc1cc(Cl)c(Cl)c(Cl)c1O2,3.58
c1ccc2c(c1)sc1ccccc12,3.18
ClC1(Cl)C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,3.79
CC(C)c1ccc(C(C)C)cc1,3.25
Cc1ccc2cc3c(ccc4ccccc43)c3c2c1CC3,3.17
O=[N+]([O-])c1c(Cl)c(Cl)cc(Cl)c1Cl,3.15
c1ccc(-c2ccc(Oc3ccc(-c4ccccc4)cc3)cc2)cc1,3.14
Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,3.12
Brc1ccccc1Br,3.1
Cc1ccc(OP(=O)(Oc2ccc(C)cc2)Oc2ccc(C)cc2)cc1,2.79
CCCCCCCCCCCCCCCCO,3.04
CC(C)(C)c1ccccc1OP(=O)(Oc1ccccc1)Oc1ccccc1,3.03
CCCSP(=S)(OCC)Oc1ccc(Cl)cc1Cl,3.11
Cc1c2ccccc2c(C)c2c1ccc1ccccc12,2.91
C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C,2.7
c1ccc(-c2ccccc2)cc1,2.73
CCCCCCCCCCCCCCCC(=O)O,2.85
COc1cc(Cl)c(Cl)cc1Cl,2.8
CCc1cccc(CC)c1,2.79
Clc1c(Cl)c(Cl)c2c(c1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,2.92
CCCCCCCc1ccc(O)cc1,2.75
CCOP(=S)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,2.62
CC1C=CC2CC1C2(C)C,2.61
COc1c(Cl)ccc(Cl)c1Cl,2.53
Cc1ccccc1OP(=O)(Oc1ccccc1)Oc1ccccc1,2.52
