SMILES,logBCF
CC(C)c1cccc2ccccc12,2.71
CCc1c(Br)c(Br)c(Br)c(Br)c1Br,2.42
CC(C)NC(=O)N1CC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,2.29
CCCCCCCCCCCC(=O)O,2.41
CC(C)c1ccc2c(c1)CCC1C(C)(C(=O)O)CCCC21C,2.13
Cc1cccc2ccccc12,2.08
Cc1cccc(OP(=O)(Oc2cccc(C)c2)Oc2cccc(C)c2)c1,2.49
Nc1ccc(Cl)c(Cl)c1Cl,2.07
CC1CCCCC1,2.34
Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,2.03
COc1ccc(Cl)c(Cl)c1Cl,2.93
O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)Cl,2.07
CC(C)c1cc2c(cc1Cl)C1(C)CCCC(C)(C(=O)O)C1CC2,2.02
O=[N+]([O-])c1ccc(Cl)c(Cl)c1Cl,2.19
CC(C)c1ccc([N+](=O)[O-])cc1,2.06
COc1cc(Cl)c(Cl)c(Cl)c1O,2.06
CC(=O)c1c(O)cc(C)oc1=O,2.12
CC(C)C1=CC2=CCC3C(C)(C(=O)O)CCCC3(C)C2CC1,1.97
CC(C)(C)C(O)C(Cc1ccc(Cl)cc1)n1cncn1,1.73
Cc1sc(=O)c(-c2ccccc2)c(O)c1C(=O)O,1.45
CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,1.85
O=[N+]([O-])c1cc(Cl)c(Cl)cc1Cl,1.81
ClC(Cl)C(Cl)(Cl)Cl,1.81
O=C(Nc1ccc(Cl)c(Cl)c1)Nc1cc(Cl)ccc1Oc1ccc(Cl)cc1S(=O)(=O)O,1.95
CCC(C)C1OC2(C=CC1C)CC1CC(CC=C(C)C(OC3CC(OC)C(OC4CC(OC)C(O)C(C)O4)C(C)O3)C(C)C=CC=C3COC4C(O)C(C)=CC(C(=O)O1)C34O)O2,2.43
ClC(Cl)=C(Cl)Cl,1.78
Oc1ccc(O)cc1,1.57
CC(C)c1ccc2c(c1Cl)CCC1C(C)(C(=O)O)CCCC21C,1.57
Oc1ccc(Br)cc1,1.32
CC(C)OC(=O)C(C(=O)OC(C)C)=C1SCCS1,1.68
CN(C)c1ccc(C(=O)c2ccc(N(C)C)cc2)cc1,1.51
CC(C)(c1cc(Br)c(OCCO)c(Br)c1)c1cc(Br)c(OCCO)c(Br)c1,1.92
Cc1ccccc1[N+](=O)[O-],1.33
CCOP(=O)(Sc1ccccc1)Sc1ccccc1,1.63
CON(C)C(=O)Nc1ccc(Cl)cc1,1.24
O=S1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,2.38
CCC(C)c1ccc(O)cc1,1.4
c1ccc(-c2cccc(-c3ccccc3)c2)cc1,1.33
O=c1ccc2ccccc2o1,1.31
CC(C)(C)c1cc(Cc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,1.86
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(=O)CC21C,1.3
OCc1cccc(Cl)c1,1.32
COP1(=S)OCc2ccccc2O1,1.47
CCCCCCCCCCCCCCCCCCNC(=O)NCCCCCCCCCCCCCCCCCC,1.48
O=C(O)c1ccc(Br)cc1,1.14
C=CC#N,1.32
O=[N+]([O-])c1ccc(O)cc1C(F)(F)F,1.1
O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],0.97
Cc1ccc(O)cc1[N+](=O)[O-],1.08
Brc1c(Br)c(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,1.49
O=[N+]([O-])c1ccccc1,0.71
O=S(=O)(O)c1cc(Nc2nc(Nc3ccccc3)nc(N(CCO)CCO)n2)ccc1C=Cc1ccc(Nc2nc(Nc3ccccc3)nc(N(CCO)CCO)n2)cc1S(=O)(=O)O,0.88
CC(C)[N+](=O)[O-],0.83
O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,0.55
CCOP(=O)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,0.87
O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])C1,0.39
O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,0.33
Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],0.86
COc1nn(CSP(=S)(OC)OC)c(=O)s1,0.76
Cc1ccccc1N,0.49
Cc1[nH]n(-c2ccccc2)c(=O)c1N=Nc1ccc(-c2ccc(N=Nc3c(C)[nH]n(-c4ccccc4)c3=O)c(Cl)c2)cc1Cl,0.52
Cc1ccc2ccccc2n1,0.48
CCCCCCCCc1ccc(Nc2ccc(CCCCCCCC)cc2)cc1,0.57
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,-0.42
CN(C)c1ccc(C(=N)c2ccc(N(C)C)cc2)cc1,0.79
CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,1.3
CC(C)c1cc2ccccc2c(S(=O)(=O)O)c1C(C)C,0.37
CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)C(F)(F)C(F)(F)C(F)(F)F)c(O)c1,0.39
O=Cc1ccc(Cl)cc1,0.41
COP(=O)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,0.5
COP(=S)(OC)SCN1C(=O)c2ccccc2C1=O,0.35
O=C1C(=NNc2cc(Cl)cc(S(=O)(=O)O)c2O)C=Cc2c(O)cccc21,0.5
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,0.18
C=CC(N)=O,0.09
CCCCCCCCCCCCOS(=O)(=O)O,0.02
O=S(=O)(O)c1ccc2cc(O)c(S(=O)(=O)O)cc2c1,0.42
CCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCC,0.08
CCCCOCCO,-0.22
CC(C)OC(=O)C(Cl)(Cl)C(=O)OC(C)C,-0.05
CCCCCCO,-0.27
CCCCc1ccc2ccccc2c1S(=O)(=O)O,-0.36
CCCCO,-0.4
CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3C(O)C12,-0.43
OCCO,-0.5
CC(C)OC(=O)C(C(=O)OC(C)C)=C1SCCS1=O,-0.49
CCOP(=O)(OCC)Oc1cc(C)nc(C(C)C)n1,-0.22
O=[N+]([O-])c1cccc(Cl)c1Cl,1.91
CCCCCCCCCCCCCCCCCCS,0.17
CC(C)OC(=O)C(Cl)C(=O)OC(C)C,-0.41
Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2)cc(Cl)c1Cl,5.78
Clc1cc(-c2c(Cl)ccc(Cl)c2Cl)c(Cl)c(Cl)c1Cl,5.86
Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1,5.88
Clc1cc(Cl)c(-c2c(Cl)cc(Cl)c(Cl)c2Cl)cc1Cl,5.66
Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,5.6
Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c1Cl,5.42
Clc1cc(Cl)c(Cl)c(-c2c(Cl)ccc(Cl)c2Cl)c1,5.54
Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl,5.31
Clc1cc(Cl)c(-c2ccccc2Cl)cc1Cl,5
Clc1cc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl,5.04
Brc1ccc(Br)c(-c2cc(Br)ccc2Br)c1,4.56
Clc1ccc(Cl)c(-c2ccc(Cl)c(Cl)c2)c1,4.85
Clc1cc(Cl)c2cc(Cl)cc(Cl)c2c1,4.53
Clc1cc2c(cc1Cl)Oc1c(cc(Cl)c(Cl)c1Cl)O2,4.34
Clc1cc(Cl)c2c(Cl)ccc(Cl)c2c1,4.4
Clc1cc2c(cc1Cl)Oc1cc(Cl)c(Cl)cc1O2,4.26
Clc1cc2ccccc2cc1Cl,4.04
Clc1ccc2ccc(Cl)cc2c1,4.04
Clc1cc2oc3c(Cl)c(Cl)c(Cl)cc3c2cc1Cl,4.1
Clc1c(Cl)c(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,4.12
Clc1ccc(-c2ccc(Cl)cc2Cl)c(Cl)c1,4.16
Brc1cc(Br)c(-c2ccccc2)c(Br)c1,3.81
Clc1cccc(Cl)c1-c1c(Cl)cccc1Cl,3.9
c1ccc2c(c1)Oc1ccccc1O2,3.85
Brc1cc(Br)c(Br)cc1Br,3.65
CCCCCCCCCCCCc1ccc(O)cc1,3.23
ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,3.75
Clc1ccc2c(ccc3ccccc32)c1,3.63
Clc1cc2c(oc3c(Cl)c(Cl)c(Cl)c(Cl)c32)c(Cl)c1Cl,3.51
c1ccc2c(c1)Cc1ccccc1O2,3.62
Clc1ccc(Cl)c2ccccc12,3.66
Clc1ccc(-c2ccccc2)c(Cl)c1,3.55
Clc1cc2c(cc1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,3.75
Clc1cc(Cl)c2c(c1)Oc1c(Cl)cc(Cl)cc1O2,3.43
Clc1ccc(-c2ccc(Cl)cc2)cc1,3.22
Clc1ccc2c(c1)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,3.21
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,2.96
Nc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,2.86
Clc1cc2c(c(Cl)c1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,3.5
COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,2.76
ClC1=C(Cl)C(Cl)(Cl)C(Cl)=C1Cl,1.67
Nc1c(Cl)c(Cl)cc(Cl)c1Cl,2.71
Clc1c(Cl)c(Cl)c2c(oc3c(Cl)c(Cl)c(Cl)c(Cl)c32)c1Cl,2.95
COc1c(Cl)cc(Cl)cc1Cl,2.88
O=[N+]([O-])c1c(Cl)cc(Cl)cc1Cl,2.59
Clc1ccc2c(c1)Oc1cc(Cl)ccc1O2,2.82
Oc1c(Br)cc(Br)cc1Br,2.66
COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl,2.72
Clc1ccc(-c2ccccc2)cc1,2.27
Nc1cc(Cl)c(Cl)c(Cl)c1Cl,2.39
CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,2.67
c1cc2c3c(cccc3c1)CC2,2.8
c1ccc2occc2c1,2.56
CCCCCCCCCc1ccc(O)cc1,2.51
Oc1c(Cl)cc(Cl)cc1Cl,2.19
O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,2.41
CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,2.08
O=[N+]([O-])c1ccccc1Cl,1.67
O=[N+]([O-])c1ccc(Cl)c(Cl)c1,1.86
CCN(CC)C(=O)SCc1ccc(Cl)cc1,2.22
O=[N+]([O-])c1cc(Cl)c(Cl)c(Cl)c1Cl,1.82
COc1cc(Cl)cc(Cl)c1O,1.74
O=[N+]([O-])c1ccccc1O,1.3
C=Cc1cccc(C)c1,1.55
CC(C)c1ccccc1,1.55
Oc1ccc(Cl)cc1Cl,1.78
C=Cc1ccc(C)cc1,1.5
c1ccc(Nc2ccccc2)cc1,1.98
CCOC(C)=O,1.48
Cc1ccc(C)cc1,1.2
Cc1cccc(C)c1,1.2
Cc1ccccc1C,1.18
CNC(=O)Oc1cccc2ccccc12,1.12
CCc1ccccc1,3.52
C=Cc1ccccc1,1.13
Cc1ccccc1,2.34
CCOP(=O)(OCC)SCc1ccccc1,1.17
CC(C)OC(C)(C)C,0.76
c1ccccc1,1.95
Nc1ccc(Cl)cc1,0.6
Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,0.25
CC(C)(C)OCCO,-0.22
ClC1C2(Cl)C=CC1(Cl)C(Cl)(Cl)C2(Cl)Cl,3.12
Nc1ccc(-c2ccc(N)cc2)cc1,1.99
CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,1.16
COP(=S)(OC)Oc1c(Cl)cc(C)cc1Cl,2.68
Cc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,3.83
Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2)cc1Cl,4.54
Clc1ccc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)c1,4.74
Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,4.2
Clc1cc2oc3cc(Cl)c(Cl)cc3c2cc1Cl,3.81
ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,4.01
Clc1ccc(Cl)c(-c2cc(Cl)ccc2Cl)c1,4.12
Clc1ccc(-c2ccc(Cl)cc2Cl)cc1,4.36
Clc1ccc(-c2cc(Cl)ccc2Cl)c(Cl)c1,4.26
Clc1ccc(Oc2ccc(Cl)c(Cl)c2)c(Cl)c1,4.24
Clc1cc(Cl)c(-c2ccccc2)cc1Cl,3.96
Clc1ccc(Oc2cc(Cl)c(Cl)cc2Cl)c(Cl)c1,4.21
Clc1ccc(Cl)c(-c2ccccc2Cl)c1,3.98
Clc1cccc(-c2cccc(Cl)c2Cl)c1Cl,3.94
Clc1ccc(Oc2ccc(Cl)c(Cl)c2)cc1Cl,4.32
Clc1ccc(Oc2ccc(Cl)cc2Cl)c(Cl)c1,4.14
Clc1ccc(Oc2cc(Cl)c(Cl)cc2Cl)cc1,4.11
Clc1ccc(Oc2cc(Cl)c(Cl)cc2Cl)cc1Cl,4.08
Clc1ccc(Cl)c(-c2ccc(Cl)c(Cl)c2Cl)c1,4.74
Clc1ccc(Oc2c(Cl)cc(Cl)cc2Cl)c(Cl)c1,3.95
ClC1=C(Cl)C2(Cl)C3C(Cl)C=CC3C1(Cl)C2(Cl)Cl,3.84
Clc1ccc(Cl)c(-c2ccccc2)c1,3.96
Clc1ccc(Oc2ccc(Cl)cc2Cl)cc1,3.79
Cc1c(Br)c(Br)c(Br)c(Br)c1Br,2.45
Clc1cccc(-c2ccccc2)c1Cl,3.87
Clc1ccccc1NNc1ccccc1Cl,3.59
CC(C)C1CCCC2CCCCC21,3.58
Brc1ccc(-c2ccc(Br)cc2)cc1,3.75
CC(CC(C)(C)C)CC(C)(C)C,3.21
Clc1ccccc1-c1ccccc1Cl,3.57
Clc1c(Cl)c(Cl)c2c(c1Cl)Oc1ccccc1O2,3.4
Clc1cc(Cl)c(Cl)c(Cl)c1Cl,3.85
Cc1cccc(Cc2ccccc2)c1Cc1ccccc1,3.83
Clc1cc(Cl)c(Cl)cc1Cl,3.66
Brc1cc(Br)cc(Br)c1,3.63
Clc1ccc2c(c1)Oc1cc(Cl)c(Cl)c(Cl)c1O2,3.31
Brc1ccc(Br)c(Br)c1,3.37
Clc1c(Cl)c(Cl)c2ccccc2c1Cl,3.36
CCCCCCCCCCCC,2.76
Clc1cc(Cl)cc(-c2ccccc2)c1,3.42
c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,2.26
c1ccc2c(c1)ccc1ccccc12,3.25
Clc1cc(Cl)c2c(c1Cl)Oc1ccccc1O2,2.82
CCCCCc1ccc2c(c1)C(=O)c1ccccc1C2=O,2.96
Cc1cc(C)c2ccccc2c1,3.26
Cc1ccc(O)c(C(C)(C)C)c1,2.73
Clc1ccc(Cl)c(Cl)c1,3.09
CCc1ccc2c(c1)C(=O)c1ccccc1C2=O,2.37
C=C(C)CC(C)(C)C,2.8
c1ccc2c(c1)Cc1ccccc1-2,2.77
C=COCC(CC)CCCC,2.87
Clc1cccc(Cl)c1Cl,2.91
Cc1c2ccccc2cc2ccccc12,2.88
Oc1cc(Cl)c(Cl)cc1Cl,2.58
c1ccc2c(c1)-c1cccc3cccc-2c13,3.07
ClC(c1ccccc1)(c1ccccc1)c1ccccc1,2.63
CC(C)(OOC(C)(C)c1ccccc1)c1ccccc1,2.7
CCOP(=S)(OCC)ON=C(C#N)c1ccccc1,2.84
BrCC(CBr)(CBr)CBr,2.32
C=Cc1ccccc1CC,2.65
c1cc2ccc3cccc4ccc(c1)c2c34,2.8
Cc1cc(C)cc(C)c1,2.41
c1ccc2cc3c(ccc4ccccc43)cc2c1,2.57
c1ccc(Oc2ccccc2)cc1,2.55
c1ccc2ccccc2c1,2.26
Cc1ccc2ccccc2c1,2.8
CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,2.43
CC(C)=CC=C(C)C,2.43
C1=CC2C3C=CC(C3)C2C1,2.28
CC(C)CCOCCC(C)C,2.36
Clc1ccccc1Cl,2.45
c1ccc(Nc2ccc3ccccc3c2)cc1,2.34
Clc1ccc2c(c1)Oc1ccc(Cl)cc1O2,2.4
C=CC1CC=CCC1,2.24
C1=Cc2cccc3cccc1c23,2.46
O=C1c2ccccc2-c2cccc3cccc1c23,2.05
c1ccc2c(c1)[nH]c1ccccc12,2.2
CC(CC(C)(C)C)CC(C)(C)CC(C)(C)C,1.98
Cc1cc(Cc2cc(C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,2.44
CCCCCCCCN(CCCCCCCC)CCCCCCCC,1.95
CCCCCCCCc1ccc(O)cc1,2.2
CCN(CC)c1ccccc1,2.02
Oc1c(Cl)cc(Cl)c(Cl)c1Cl,2.01
FC(Cl)(Cl)C(F)(Cl)Cl,1.84
COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,1.82
Cc1ccc(Cl)cc1,1.78
COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,1.63
Oc1ccc(Cl)cc1,1.39
CC(C)c1ccccc1OP(=O)(Oc1ccccc1C(C)C)Oc1ccccc1C(C)C,1.82
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)N(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.08
Nc1ccccc1-c1ccccc1,1.47
COc1ccc(C)cc1N,0.86
Nc1ccccc1Cl,0.97
Brc1ccccc1,1.4
Nc1ccc(Cl)cc1Cl,1.42
Oc1ccc(Cc2ccccc2)cc1,1.42
O=[N+]([O-])c1cc(Cl)cc(Cl)c1O,1.34
Nc1cccc2ccccc12,1.46
CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,1.21
CC(=O)OCCN(CCOC(C)=O)c1ccc(N=Nc2nc3ccc(Cl)cc3s2)c(NC(=O)c2ccccc2)c1,1.57
CCCCCCCCCCCCCCC,1.4
CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,2.22
CCCCC(CC)COP(=O)(OCC(CC)CCCC)OCC(CC)CCCC,1.32
Nc1cc(Cl)ccc1Cl,1.25
Nc1ccccn1,1.05
Clc1ccccc1,1.35
CCCCOP(=O)(OCCCC)OCCCC,1.3
O=[N+]([O-])c1ccc(Cl)cc1,1.4
C=CC(=C)C,1.2
COc1ccc([N+](=O)[O-])cc1,1.04
O=C1c2ccccc2C(=O)C1c1nc2ccccc2c(Br)c1O,1.06
Oc1cccc(Cl)c1,1.11
CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC,1.01
Oc1cc(Cl)ccc1Cl,1.15
Cc1cc(Cl)ccc1O,1.25
ClC=C(Cl)Cl,1.11
Nc1ccc(Cl)cc1[N+](=O)[O-],1.05
Cc1cc(Cl)ccc1N,1.28
Nc1ccc(Cc2ccc(N)cc2)cc1,1.08
ClCC(Cl)CCl,1.05
C=C(Cl)Cl,1
Nc1ccc(Cl)c(Cl)c1,1.12
CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,0.91
ClC(Cl)Cl,0.88
ClC(Cl)C(Cl)Cl,1.03
Cc1cc(O)ccc1Cl,0.97
CCc1ccccc1[N+](=O)[O-],1.02
COC(=O)c1ccccc1C(=O)c1ccccc1,1.1
O=C(c1ccccc1)c1ccccc1,0.98
Cc1cccc([N+](=O)[O-])c1,0.99
CN(C)c1ccccc1,0.97
c1ccsc1,0.8
CC(CCl)OC(C)CCl,0.94
CC(Cl)(Cl)C(=O)O,0.76
N#CCCN(CCOC(=O)c1ccccc1)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2)cc1,0.9
COc1ccc(N)c([N+](=O)[O-])c1,0.81
Cc1ccc([N+](=O)[O-])cc1,0.89
Cc1cc(O)c(C(C)(C)C)cc1Sc1cc(C(C)(C)C)c(O)cc1C,0.81
COc1cccc([N+](=O)[O-])c1,0.89
c1ccc2scnc2c1,0.79
Cc1ccc([N+](=O)[O-])cc1O,0.94
Cc1cc(C)c(O)c(C)c1,0.89
CCC(=O)Nc1cc(N(CCOC(C)=O)CCOC(C)=O)ccc1N=Nc1ccc([N+](=O)[O-])cc1Cl,0.84
O=C(O)c1ccc2cc(C(=O)O)ccc2c1,0.7
Nc1cccc2cccc(N)c12,0.76
ClCC(Cl)Cl,0.59
Nc1ccncc1,0.37
CNc1cccc(C)c1,0.82
CN(C)Cc1ccccc1,0.95
CCC(C)=NO,0.53
O=[N+]([O-])c1ccc(O)cc1,0.76
COc1ccccc1[N+](=O)[O-],0.67
ClC(Cl)(Cl)C(Cl)(Cl)Cl,1.58
C=CCCl,0.51
Cc1ccc(Cl)c(O)c1,0.57
Nc1ccccc1[N+](=O)[O-],0.8
CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl,0.65
Nc1ccc([N+](=O)[O-])cc1,0.61
CC(Cl)(Cl)Cl,0.59
S=c1[nH]c2ccccc2[nH]1,0.42
Cc1ccc(N)cc1C,0.71
Nc1cccc(N)c1,0.75
CNC(=O)Oc1ccccc1C(C)C,0.77
BrCCBr,0.77
O=[N+]([O-])c1ccccc1[N+](=O)[O-],0.95
Nc1cccc([N+](=O)[O-])c1,0.52
OC(C(F)(F)F)C(F)(F)F,0.28
CCCCC(CC)COC(=O)c1ccc(C(=O)OCC(CC)CCCC)c(C(=O)OCC(CC)CCCC)c1,0.57
Cc1ccccc1S(N)(=O)=O,0.28
N#Cc1ccc(C#N)cc1,0.31
CCCCCCCCCCCCCCCCC=CC(CC(=O)O)C(=O)O,0.13
CC(C)(C)c1ccc(C(=O)O)cc1,0.45
CC1=CC(=O)CC(C)(C)C1,0.36
O=P(OC(CCl)CCl)(OC(CCl)CCl)OC(CCl)CCl,0.9
O=[N+]([O-])c1ccc2nc[nH]c2c1,0.2
c1ccoc1,0.54
NCCNCCN,0.38
N#Cc1ccccc1C#N,0.41
c1ccc2ncccc2c1,0.42
OCC(CO)(CBr)CBr,0.26
ClCCOCCCl,0.62
COC(=O)Nc1nc2ccccc2[nH]1,0.32
CN(C)C=O,-0.12
O=C(O)C(Cl)(Cl)Cl,0.23
O=P(OCCCl)(OCCCl)OCCCl,0.11
CCOP(=O)(OCC)OCC,0.01
CNC(=O)CSP(=S)(OC)OC,0.19
CC(=O)N(C)c1ccccc1,0.16
Cc1cc(=O)nc(C(C)C)[nH]1,-0.01
CC(C)(CO)CO,0.16
N#CCCNCCC#N,-0.2
CC1OC(C)OC(C)O1,0.18
COP(=O)(OC)OC,-0.1
CC(C)C(O)C(C)(C)CO,-0.33
ClC1=C(Cl)C2(Cl)C=CC1(Cl)C2(Cl)Cl,3.81
COc1cc(Cl)c(Cl)c(Cl)c1OC,3.5
CCOP(=S)(OCC)Oc1cc(-c2ccccc2)on1,2.61
CCCCCCCCn1sccc1=O,2.32
CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,2.04
CCc1cccc(CC)c1N(COC)C(=O)CCl,1.16
Cc1ccccc1O,1.03
Cc1cc(O)ccc1[N+](=O)[O-],1.15
CC1=CC2CC1C(C(=O)O)C2C(=O)O,0.85
Cc1ccc([N+](=O)[O-])c([N+](=O)[O-])c1,0.37
Nc1ccc(C=Cc2ccc(N)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1,0.4
CC(C)(C)c1cc(C(C)(C)C)cc(C(C)(C)C)c1,4.17
ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)CC3C1(Cl)C2(Cl)Cl,4.32
CC1CC(C)(C)CC(OOC(C)(C)C)(OOC(C)(C)C)C1,3.97
CC(C)c1cc(C(C)C)c2cccc(C(C)C)c2c1,3.73
OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl,3.79
C1CCCCCCCCCCC1,3.98
CCc1ccc(-c2ccc(CC)cc2)cc1,3.63
ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,3.83
CC(C)(C)c1cc(-c2ccccc2)cc(C(C)(C)C)c1O,3.84
O=[N+]([O-])c1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1,3.28
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,3.1
c1ccc2cc3ccccc3cc2c1,3.23
C1CCC2CCCCC2C1,2.26
CC(C)c1ccc2ccccc2c1C(C)C,3.28
Clc1ccc(Cl)c(Cl)c1Cl,3.57
Oc1c(C2CCCCC2)cccc1C1CCCCC1,3.11
CC(C)(C)c1cc(-n2nc3ccc(Cl)cc3n2)c(O)c(C(C)(C)C)c1,3.36
C=Cc1ccccc1C=C,2.51
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,2.45
CCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)OCCO,1.41
O=S(=O)(O)c1c(Cc2ccc3ccccc3c2S(=O)(=O)O)ccc2ccccc12,0.18
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3.77
CCOP(=S)(Oc1ccc(Cl)cc1Cl)c1ccccc1,4.26
C1=CC(c2ccc(C3CC=CCC3)cc2)CCC1,4.26
CCC(C)c1cc(C(C)(C)C)cc(-n2nc3ccccc3n2)c1O,4.03
FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)C(F)(F)F,3.93
CC(C)C1CCC2CCCCC2C1,3.97
CC(C)Nc1ccc(NC(C)C)c2c1C(=O)c1ccccc1C2=O,3.83
BrC1CCC(Br)C(Br)CCC1Br,3.71
O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2Cl)cc1,3.6
CC(C)(C)OOC(C)(C)CCC(C)(C)OOC(C)(C)C,3.53
CC(C)(C)c1cc(N=Nc2ccccc2[N+](=O)[O-])c(O)c(C(C)(C)C)c1,3.72
C=CCC=CCC=CCC=CC,3.43
CCC1CCCCC1,3.52
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3.39
C=C(CC(C)(C)c1ccccc1)c1ccccc1,3.52
Cc1cc2c(cc1Nc1ccccc1)C1(OC(=O)c3ccccc31)c1ccc(N(C)C3CCCCC3)cc1O2,3.45
C1C2CC3CC1CC(C2)C3,3.37
Cc1cccc(C(C)c2ccccc2)c1C,3.39
CCCC(C)CC(C)C,3.35
OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,3.33
CCC(C)(C)c1ccccc1,3.23
Cc1cccc(Oc2ccccc2)c1,3.21
CCc1ccc(-c2ccccc2)cc1,2.97
CCC(C)(C)c1cc(-n2nc3ccccc3n2)c(O)c(C(C)(C)CC)c1,3.15
c1ccc2cc(Nc3ccc(Nc4ccc5ccccc5c4)cc3)ccc2c1,3.22
