SMILES,Predicted logBCF
FC=COC(F)(F)OC=CF,1.763311565
OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.235709453
CCN(CCOP(O)(O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.482582038
NC(=O)CON=C(C1=CC=CC=C1)C(F)(F)C(F)(F)F,1.688957117
CC[NH3+].[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,1.533303464
CC[NH3+].[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,1.719173265
CN(CCOC(=O)C=C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.754217702
FC1(F)OC2=C(OC1(F)F)C=C(C=C2)C(Cl)=O,2.065953688
FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C=C,2.290514529
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)NCC1=CC=CC=C1,1.689184143
CNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.165100196
FC(F)C(F)(F)OC1=CC=C(C=C1)S(Cl)(=O)=O,1.402150713
CCN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.735245241
CN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.716269147
CN(C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.138566501
CCOC(=O)CN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.622088997
[Cl-].FC1=C(C=[NH+]N=C1)C(F)(F)F,0.832587946
CCOC(=O)CN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.806541837
Cl.CN(C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.220740896
CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.690129741
CN(CCOP(O)(O)=O)S(=O)(=O)C1=CC=C(OC(=C(C(F)(F)F)C(C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F)C(F)(F)F)C=C1,2.302037694
OC(=O)C1CCC(CC1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.810655177
OCC[NH2+]CCO.[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.043448252
OCC[NH2+]CCO.[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.751121814
[O-]S([O-])(=O)=O.C[N+](C)(C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.C[N+](C)(C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.827935983
OS(=O)(=O)C1=CC=C(OC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,2.00724758
[I-].C[N+](C)(C)CCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.099246456
FC(F)COC1=CC=CC(=C1SSC1=C(C=CC=C1OCC(F)F)C(F)(F)F)C(F)(F)F,2.656162847
CC1=C(C(C1)C(F)(F)F)C(F)=O,1.971415902
FC(F)=C(F)OC(F)(F)C(F)(F)OC(F)(F)OC(F)(F)OC(F)(F)F,2.03571462
CCC(OC([O-])=O)C(F)(F)C(F)(F)F,1.610752954
FC(F)(F)C1=CSC(=C1)S(=O)C(F)(F)F,2.028233078
CN(CCOC(=O)C=C)S(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.100253443
CS(=O)(=O)N1CCN(CC1)C1=CC=C(OC(F)(F)C(F)F)C=C1,1.478699811
FC1=C(F)C(F)=C(C[Si](Cl)(Cl)Cl)C(F)=C1F,2.884912178
FC(F)=C(F)C(F)(F)Cl,1.99630957
FC(F)(Cl)C(=O)C(F)(F)Cl,1.319076666
FC(F)(F)C1(OC1(F)F)C(F)(F)F,2.409657364
FC(F)(I)C(F)(F)CCI,2.168742597
CC(=C)C(=O)OC(F)(F)CC(F)(F)F,1.664926659
FC(F)(F)COS(=O)(=O)C(F)(F)F,0.828505332
FCOC(F)(F)C(F)F,1.485985244
[O-][N+](=O)C1=CC(F)=CC(=C1F)C(F)(F)F,2.106754754
FC(F)(F)C12C(F)(F)C3(F)C(F)(F)C(F)(C(F)(F)C(F)(C3(F)F)C1(F)F)C2(F)F,3.081764714
FC1=CC(SCC(F)(F)F)=CC=C1,2.152189552
CC(F)(F)C(F)F,1.866251673
FC(F)C(F)(F)C(F)(F)C(F)=C,2.051180882
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2OC1CCCCO1)[C@H](CCCCCCCCCSCCCC(F)(F)C(F)(F)F)C(=O)C1=C3C=CC(OC2CCCCO2)=C1,2.300945048
C[Si](C)(C)C#CC1=C(C=C(C=C1)C(F)(F)F)C(F)(F)F,2.876677746
FC1=C(Cl)C=C(C=C1)C(F)(F)F,2.931046156
CCO[Si](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OCC)OCC,1.882086684
FC(F)(C(F)(Cl)I)C(F)(Cl)C(F)(F)C(F)(Cl)C(F)(F)C(Cl)(Cl)Cl,2.210279135
FC(Cl)(Br)C(F)(F)C(Cl)=O,1.217581678
[O-][N+](=C)C(F)(F)F,0.851620231
CC1=CC=C(C=C1)C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.063152024
COC(=O)C1CCC(CC1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.11620108
OC1=C(Cl)C=C(OC(F)(F)C(F)(F)Cl)C=C1,2.429915337
FC(F)=C(F)OC(F)(F)C(F)(F)F,2.192153092
FN=C=C(F)F,1.318811426
FC1=C(F)C(F)=C([Mg]Br)C(F)=C1F,2.728439885
CCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.896072887
OC(O)(C(F)=C(C(F)(F)F)C(F)(F)F)C(F)(F)F,1.450675272
FC1=C(F)C(F)(P)C(F)=C1F,1.667772241
CC(C)(C)OOC(=O)C(F)(F)C(F)(F)C(F)(F)F,1.855583989
CCCCCOC(=O)C(F)(F)C(F)(F)C(F)=O,1.364979415
FN1C2=C(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C(F)(C(F)(F)F)C(F)(F)C1(F)F,2.495637937
NC(=O)C(F)(F)OC(F)(F)C(F)(F)I,1.095988037
FC(F)(F)SI,1.617057215
OCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,1.57259385
CCC(CC)CCC(OP([O-])([O-])=O)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.773376228
FC1=C(F)C(CCC2=C(F)C(F)=C(S)C(F)=C2F)=C(F)C(F)=C1S,2.557413415
CC(O)=O.OCCCCC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.472850087
FC(F)(F)C(F)(F)C(F)(F)OC(F)(C1=CC2=CC=CC=C2S1)C(F)(F)F,2.472787136
OCCN(CCO)C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.307820748
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCN=C(Cl)Cl,1.867252813
CCO[Si](OCC)(OCC)C(F)(C(F)(F)F)S(F)(=O)=O,1.017515085
FC(CC(F)(F)F)C(F)(F)OC(=O)C=C,1.860715014
CS(O)(=O)=O.OCC(F)(F)C(F)(F)C(F)(F)C(F)F,0.90959401
FC(F)(F)N(C(F)(F)F)C(F)(F)C(F)(F)S(F)(=O)=O,0.954014703
CCCCCCCCSSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.366231087
OCC(Cl)(C(Cl)C(F)(F)F)C(F)(F)F,1.493248792
FC(F)(I)C(F)(F)C(F)(F)C(=O)OCC1=CC=CC=C1,1.763009061
CCCCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.341068544
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)OCCOC(=O)C=C,1.995905574
O.FC(F)=O,0.405270427
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)OCC1=CC=CC=C1,2.091704667
O.FC(F)(Cl)Cl,1.157296959
FC(C(=N)C(F)(F)F)C(=N)C(F)(F)F,0.45595007
OC(O)=O.OCC(F)(F)C(F)(F)C(F)(F)C(F)F.OCC(F)(F)C(F)(F)C(F)(F)C(F)F,1.15519608
CCCCC(F)C(F)(F)C(F)(F)C(F)(F)C(O)=O,1.416606873
FC(OC1=CC=C(CCl)C=C1)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.500306673
FC(F)(F)C1=C(C(F)(F)F)C1(Cl)C(F)(F)F,2.894286321
OC=O.OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.465705005
FC(F)(C(F)(Cl)C(F)(F)C(Cl)(Cl)Cl)C(F)(Cl)C(F)(F)C(Cl)(Cl)Cl,2.255509067
FC(F)(F)C(F)(F)C(F)(F)P(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,2.378301568
CC(C)C1=NC(OC1=O)C(F)(F)C(F)F,1.641972665
FC(F)C(F)(F)C(F)(F)C(F)=C(C(F)(F)F)C(F)(F)F,2.384174952
COC(=O)CC(C(F)(F)F)C(F)(F)F,1.483759309
FC(F)(F)OC(F)(C(F)(F)F)C(F)(OC(F)(F)F)C(F)(F)F,2.143620507
COC(=O)CC(C(F)(F)F)(C(F)(F)F)C(F)(F)F,1.86888621
NC(=O)CCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.873841009
CCC(O)(C#C)C(F)(F)F,1.46711397
FC(F)(Cl)C(F)(Cl)C(F)(F)C(F)(Cl)C(F)(Cl)C(F)(F)C(F)(Cl)C(F)(F)Cl,2.309056197
OC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.083082768
FC(F)(CC[SiH2]C(Cl)Cl)C(F)(F)CC[SiH2]C(Cl)Cl,1.828278666
CC(=C)C(=O)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCC(F)(F)F,2.222517429
CCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)=CF,1.867840091
CC1=CC(=NN=C1C(F)(F)F)C(F)(F)F,1.787576242
FC(F)=C(Cl)C(F)(F)I,2.300309241
CC1=CC=C(C=C1)C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.981545082
FC(F)C(F)(F)C(F)(F)C(F)(F)COCCC[Si](Cl)(Cl)C1=CC=CC=C1,2.405978271
FC(F)(F)C1=C(C=C(C=C1)C(Cl)(Cl)Cl)C(F)(F)F,2.916711209
COC(F)(F)C(Cl)=C(F)F,1.691326509
CC1=C(SC(F)(F)F)C(C)=C(N1)SC(F)(F)F,1.903643382
FC(F)(F)C(F)(OCC(=O)NC1=CC=CC=C1)C(F)(F)F,1.689390846
OCC1=CC=C(OC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,2.3475493
OCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,1.010334345
FC1=CC(F)=C(F)C(F)=C1C1=C(F)C(F)=C(F)C(F)=C1F,3.700239084
FC(F)(F)C1(C(N1C1=CC=CC=C1)C(=O)C1=CC=CC=C1)C(F)(F)F,2.242585451
OC(=O)C1=C(O)C=C(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,1.417903329
CP([O-])(=S)OCC(F)(F)C(F)(F)C(F)(F)F,1.557011118
FC(F)C(F)(F)C(F)(F)C1=NC2=CC=CC=C2N1,1.867345301
FC(F)(F)SCS(Cl)=O,1.115935607
FC(F)(F)C1(F)C(F)(F)OC(F)(F)C(F)(F)C1(F)F,2.258085142
CC1(C)CN1SC(F)(F)F,1.703320984
[O-][N+](=O)C1=CC=CC=C1C(F)(F)C(F)(F)F,2.063197769
OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(C(=O)NC1=O)C(O)(C(F)(F)F)C(F)(F)F,0.67067245
CC(=O)C=CC(F)(F)F,1.204780626
FC(=CC=C)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.481253051
CC1(COCC(F)(F)C(F)F)COC1,1.628071785
FC(F)(F)C(OC=O)C(F)(F)F,1.543017713
FC1=CC(F)=C(Br)C(F)=C1C(F)(F)F,2.863401814
FC1=C(F)C(F)=C(F)C(F)(O1)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,2.315383378
COC(=O)C(\C)=C\C(F)(F)C(F)(F)C(F)(F)F,1.800006167
NC(=O)CCNCS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.640488328
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)C=CC1=CC=CS1,1.865531189
F\C(OC(F)(F)C(F)(F)C(F)(F)F)=C(/F)C1=CC=CC=C1,2.532739144
FC=C(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,2.328883779
NC1=CC(Cl)=C(OC2=CC=C(OC(F)(F)C(F)C(F)(F)F)C=C2)C=C1,3.074598423
CC1=C(O)C(=O)OC1(C(F)(F)F)C(F)(F)F,1.851977205
OC(CSC(F)(F)F)CSC(F)(F)F,1.517765221
CCCC(SC(F)(F)F)SC(F)(F)F,2.089214009
FC(F)(F)C(F)(F)C(=C)C(Cl)=O,1.505882495
CC(N)=CC(=O)C(F)(F)C(F)F,1.099194574
COC(=O)C=CC(F)(F)C(F)(F)C(F)(F)F,1.77153384
CCCCCCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.302184847
CC1=CC2=C(CC(F)(F)C2(F)F)C=C1,2.635942432
FC(F)(F)OC1=C(OC(F)(F)F)C=C2SC(=S)NC2=C1,2.802273803
FC1=C(F)C(Cl)C(F)=C(F)C1,2.312217992
OC(=O)COC(F)(F)C(F)(F)OC(F)(F)F,1.060518912
OC(=O)C(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)F,1.284048622
FC(F)(F)C=C=C[N+]#N,1.739666672
NC1=C(Br)C(SC(F)(F)C(F)(F)C(F)(F)F)=C(Br)C=C1Br,2.352927863
FC(F)(F)C1=CC(=C(B(C2=C(C=C(C=C2C(F)(F)F)C(F)(F)F)C(F)(F)F)C2=C(C=C(C=C2C(F)(F)F)C(F)(F)F)C(F)(F)F)C(=C1)C(F)(F)F)C(F)(F)F,3.335181683
CC(C)(C)C\C=C(/F)C(F)(F)C(F)(F)C(F)(F)F,3.045688807
OCC(F)(F)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(F)(F)CO,1.553048661
OC(C=CC1=CC=CC=C1)C(F)(F)C(F)(F)F,1.771694038
FC1=C(F)C(F)=C(C#CCl)C(F)=C1F,2.963505794
CC=CC=C(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,1.487110802
CC1=CC2=C(SOC2(C(F)(F)F)C(F)(F)F)C=C1,2.386181488
OP(O)(O)=O.OCC(F)(F)C(F)F.OCC(F)(F)C(F)F.OCC(F)(F)C(F)F,0.646857821
FC#CC(F)(I)C(F)=C(F)C#N,2.044246148
COC(=O)C(F)(F)C(F)(F)C(F)(F)C(Cl)=O,1.158114478
CC(=O)O[C@H]1CC[C@H]2[C@@H]3[C@H](CCCCCCCCCSCCCC(F)(F)C(F)(F)F)CC4=C(C=CC(O)=C4)[C@H]3CC[C@]12C,2.120398611
FC(F)(F)CC(Br)C(F)(F)F,1.879945543
C[N+](C)(C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.724204624
FC(Br)C(F)(F)F,1.635491993
FC(F)(F)C(F)(F)C(F)(F)C(=O)OC(=O)C(F)(F)C(F)(F)C(F)(F)F,1.778093465
FC(Br)C(F)(F)Br,1.659344899
CN(C)CCCN(CC(O)CS(O)(=O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.663136882
C[N+](C)(C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.393419516
CN(C)CCCN(O)S(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.754010005
FC1(F)C(F)(F)C(F)(Cl)C1(F)Cl,2.461952695
CCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.423854367
FCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,2.403822131
FC(F)(Cl)C(F)(F)C(F)(Cl)Cl,1.943663787
FC(F)(F)CN(CC(F)(F)F)C1=CC=C(Br)C=C1,2.001051302
FC(F)(F)C1=CC(NS(=O)(=O)C(F)(F)F)=CC=C1,1.371769139
FC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,2.381418241
FC(F)=C(F)C(F)(F)C(F)(F)F,2.237569216
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,2.487650873
FC(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,2.384332034
Cl.FC1(F)CNCC1(F)F,1.033831683
FC(F)(F)C(OC(=O)C=C)C(F)(F)F,1.939269705
FC(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,2.395552167
F\C(=C(/F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,2.556946943
OCCCCCCCCCC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.25795605
OC(COC(=O)C=C)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,2.012781804
FC1(F)OC2=C(C=C(C=C2)N=C=O)C(F)(F)O1,2.062021523
C[Si](Cl)(Cl)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.240735912
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC1CO1,2.350431956
FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOC(=O)C=C,2.374117218
FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC1CO1,2.521058285
OC(=O)\C=C/C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.918039052
OCCNCCO.OP(O)(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.357708896
[I-].C[N+](C)(C)CCCNC(=O)C1=CC=C(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,1.454323692
[NH4+].[O-]S(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.358173213
[I-].[H]N(CCC[N+](C)(C)C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.627973238
[NH4+].[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.37189107
[Cl-].[H]N(CCC[N+](C)(C)C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.87622382
CCOP(CC)OCC.FC(F)(F)C(F)(I)C(F)(F)F,1.336304577
FC(=C(CC=C)C(F)(F)F)C(F)(F)C(F)(F)F,2.39021974
[H]N(CCC[N+](C)(C)CCC([O-])=O)CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.718299702
OCCN(CCO)S(=O)(=O)C1=CC=C(OC(=C(C(F)(F)F)C(C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F)C(F)(F)F)C=C1,2.440506255
[NH4+].[NH4+].[O-]P([O-])(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.314769709
CNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,1.808299705
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC1CO1,2.494028923
OC(COC1=CC=CC=C1)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.057882337
COC(=O)C(CC=C)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,1.994699774
F[C@@H]([C@@H](F)C(F)(F)C(F)(F)F)C(F)(F)F,2.034551777
FC(F)(F)C(F)(F)C(F)(F)OC(F)(F)[C@@](F)(OC(F)(F)C(F)(F)C(F)(F)F)[C@@](F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)F,2.525601034
CCCCCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.348891216
CCCN(CCOCCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.844913506
FC(=O)C1(OC(=O)C(F)(O1)C(F)(F)F)C(F)(F)F,1.538387044
F\C=C\C(F)(F)F,2.10298267
CC(OC(F)(F)C(F)C(F)(F)F)C(F)(F)C(F)C(F)(F)F,2.055508826
[H]C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)S(O)(=O)=O)C(F)(F)F)C(F)(F)F,1.589624691
OS(=O)(=O)C1(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,1.901868516
[O-]C(=O)C(F)(F)C(F)(F)F,1.143239672
C[N+](C)(CCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC([O-])=O,1.997465822
CN(C)CCCN(CCC(O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.194559304
C[N+](C)(C)CCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.721585815
C[N+](C)(CCCNC(=O)CSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC([O-])=O,1.798749996
C[N+](C)(C)CC([O-])CS(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.718482598
[Cl-].C[N+](C)(C)CC(O)CSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.615627062
[H]N(CCCNC)S(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.695517788
C[N+](C)(CCC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC(O)=O,2.188580594
[2H]OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.438731666
OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,1.495784287
OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,1.967861167
[H]C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C([O-])=O,2.276098738
CN(C)(=O)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.741548066
OC(=O)C(F)(F)C(F)(F)C(F)(F)[13C](F)(F)[13C](F)(F)[13C](F)(F)[13C](F)(F)F,1.774648263
OP([O-])(=O)O[13CH2][13CH2]C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.671928938
CC(COC(=O)C(C)=C)OC(=O)NC1=C(C)C=CC(NC(=O)OCCCCN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=C1,1.328343074
FC(=C(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)C(F)(F)C(F)(F)C(F)=C(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,2.810881633
FC(F)(F)C(C(F)(F)F)(C(F)(F)F)C1(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C1(F)F,2.926090253
FC(F)(Cl)C(F)(Cl)OC(F)(F)C(F)(F)S(F)(=O)=O,1.326435021
