SMILES,Predicted logBCF
CCCCCCCCCCCCC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.584440454
OCCOCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.94197972
Cl.NOCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.967868653
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(Br)=O,2.093682431
OS(=O)(=O)CC=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.24004459
CC(=O)OC(C(CO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(CO)[N+](C)(C)CC([O-])=O,1.217482139
CC(=O)OC(C(CO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(CO)[N+](C)(C)CC([O-])=O,1.430048041
OS(=O)(=O)CCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.146502148
OCC(=O)SC(=O)CCC(F)(F)C(F)(F)F,1.144272832
OCC(=O)SC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.994830873
OCC(=O)SC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.083950723
OC(C(O)=O)C(=O)SC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.731000243
CC(=O)OC(C(O)[N+](C)(C)CC([O-])=O)C(CO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.473706729
CC(=O)OC(C(O)[N+](C)(C)CC([O-])=O)C(CO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.616830612
C[N+](C)(CC=O)CC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OC=O,1.957462002
CN(C)CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.428601644
CNCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.182218155
C[N+](C)(C)CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.444908483
C[N+](C)(CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(O)=O,1.81930347
C[N+](C)(CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC([O-])=O,1.932859895
C[N+](C)(CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC([O-])=O,2.124838779
OS(=O)(=O)C(F)(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.071479658
OC(=O)C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.126208495
CN(CC(O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.014941725
OS(=O)(=O)C(F)(F)C(F)(F)OC(F)(F)F,0.794131219
OS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.374332857
FC(F)(Br)CCl,1.267184644
[O-][N+](=O)C1=CC(Cl)=C(C=C1)N=NC1=CC=C(NCC(F)(F)C(F)F)C=C1,2.077184637
FC(F)(F)C(F)(F)C(F)(F)C(=O)NC1=CC=C(C=C1)N=NC1=CC=CC=C1,2.073749015
CC(NC(=O)NC1=CC=C(C=C1)N=NC1=CC=CC=C1)(C(F)(F)F)C(F)(F)F,1.951161514
CCN(CCOC(C)=O)C1=CC=C(C=C1)N=NC1=CC=C(C=C1)S(=O)(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,1.457471883
CC1=C(SC(F)(F)C(F)F)C=CC(NC(=O)NC(=O)C2=C(F)C=CC=C2F)=C1,1.679662824
NC1=C(Br)C=C(SC(F)(F)C(F)F)C=C1,1.765077535
FC(F)C(F)(F)S(=O)(=O)C1=C(Cl)C=C(NC(=O)NC(=O)C2=C(F)C=CC=C2F)C=C1,1.481302862
CC1=CC(NC(=O)NC(=O)C2=C(F)C=CC=C2F)=C(C)C=C1S(=O)(=O)C(F)(F)C(F)F,1.148690988
OC(CCC1=CC=CC=C1)(C(F)(F)F)C(F)(F)F,1.687166622
CN(C)N=C(CC(O)(C(F)(F)F)C(F)(F)F)CC(O)(C(F)(F)F)C(F)(F)F,1.612044952
OC(CC(=O)CCl)(C(F)(F)F)C(F)(F)F,1.044804786
OC(CC(=O)CC(O)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F,1.223994076
CCN1C2=CC=CC=C2N(C)C(=O)C2=C1N=CC(=C2)C(F)(F)C(F)(F)F,1.915658112
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOP(=O)(N1CCOCC1)N1CCOCC1,1.587930692
CC(C)N(C(=O)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)C1=NC(=C(Cl)S1)C(F)(F)F,2.57733872
C1CN2CCO[Si+](O1)OCC2.[H][C-](I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,1.558717644
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(F)(F)(F)(F)F,2.299788648
[O-]C(=O)C(F)(F)F,0.76023283
FC(F)(F)S,1.562503078
CCOC(=O)C=C(C(F)(F)F)C(F)(F)F,1.743588296
CC(=C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,2.257219479
FC1=CC(F)=C(F)C(Br)=C1F,2.951631771
FC1(F)SC(F)(F)S1,2.616876643
FC1=NC2=C(N=C1F)C(F)=C(F)C(F)=C2F,1.983138063
FC(F)=C(F)C(F)(C(F)(F)F)C(F)(F)F,2.261583345
OC(C1=CC=C(C=C1)C1=CC=C(C=C1)C(O)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F,2.035286954
FC(F)=C=C=C(F)F,1.912943603
FC(F)(F)C(F)(F)C(F)(F)COC(=O)CCN1CC1,1.482037574
FC(F)(F)P(P(C(F)(F)F)C(F)(F)F)C(F)(F)F,1.766422408
FC1=C(F)C2=C(N=N1)C(F)=C(F)C(F)=C2F,2.27948213
FC(F)(F)C(F)(F)C(F)(F)C(Cl)(Cl)Cl,2.086269374
CCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.138518697
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C=C,2.588980921
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.305955705
FC1=C(F)C2=C(C(F)=C1F)C(F)=C(F)C(F)=C2F,3.112231884
NC(=S)NC(=O)C(F)(F)F,0.837834184
OC(CC(=O)COC1=CC=CC=C1)(C(F)(F)F)C(F)(F)F,1.493900865
OC1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,2.048627357
FC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.589117681
[O-][N+](=O)C1=CC=C(C=C1)C(=O)C=C(C(F)(F)F)C(F)(F)F,2.131363475
COC1=C(F)C=C(C=C1)C(=O)C=C(C(F)(F)F)C(F)(F)F,2.404901215
FC(F)(Cl)C(F)(F)C(F)(F)C(F)(F)Cl,2.098252082
OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)CO,1.135515863
FC(F)(F)C(F)(F)C(F)(F)C(=O)OC=C,1.678166214
FC(F)(F)C1=C(SS1)C(F)(F)F,2.414505573
FC(F)(F)SC(F)(F)F,1.639516979
FC(F)(F)S(F)(F)(F)(F)F,1.786506875
FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.522117976
CC(C)C(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)F,1.36972703
CC(=O)OCC(F)(F)F,0.940720266
FC(F)(F)P(Cl)Cl,1.30547436
CC1=CC=CC=C1OC(F)(F)C(F)F,2.465163795
FC(F)(F)C(F)(F)C=O,1.392049463
NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.863625892
CC(=C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.126684156
FC(F)(F)C(F)(C1=CC=C(C=C1)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,2.565122607
FC(F)Cl,1.1916393
FC(F)(Cl)Cl,1.469199639
FCC(F)(F)CCl,1.367804062
Cl.NOCC1=C(F)C(F)=C(F)C(F)=C1F,1.826611475
FC(F)(F)CCCN(CCCC(F)(F)F)N=O,1.624595868
FC(F)=C(F)F,2.162670748
FC(F)(Cl)C(F)(Cl)Cl,1.692687691
FC1(F)C(=O)C(=O)C1(F)F,1.611362122
O.O.FC(F)(F)C(=O)CC(=O)C(F)(F)F,0.748313179
FC(F)(F)C(=O)NC1=CC=C(C=C1)C(F)(F)F,1.959265811
FC1=C(C=C(C=C1)C#N)C(F)(F)F,1.944706458
FC1=C(F)C(F)=C(F)C2=NSN=C12,2.323099583
COCCOC(F)(F)C(F)F,1.317752791
OC1=C(F)C(F)=CC(F)=C1F,1.844899152
FC(F)(F)C(F)(F)C(F)(F)C(=O)NC1=CC=CC=C1C(=O)SCC1=CC=CC=C1,2.140038101
FC1=C(F)C(F)=C(C(=O)C2=C(F)C(F)=C(F)C(F)=C2F)C(F)=C1F,3.101531626
OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.213366022
COC(=O)CP(=O)(OCC(F)(F)F)OCC(F)(F)F,1.055816504
OC(C(O)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F,1.624748471
CN(CCO)S(=O)(=O)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,1.425440186
OP(O)(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,2.205808167
FC(F)C(F)(F)COC(=O)C(F)=C,1.647391575
CCOC(OCC)C=C(C(F)(F)F)C(F)(F)F,1.707585269
CCN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.816168028
CC(CC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F)CC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,1.933846652
CC1=NC(=O)C(F)=C(N1)C(F)(F)F,0.998956158
CSC(=S)C(F)(F)C(F)(F)F,1.867676655
FC(F)(F)C1(F)OC1(F)F,1.95052549
CC1=CC(C(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)F)=C(C)S1,1.544364783
C1CN(CCN1)C1=CC=CC=C1.OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.174688289
FCF,1.370465586
OC(=O)CC(C[N+]([O-])=O)C(F)(F)C(F)(F)C(F)(F)F,1.223004264
FC(F)=C(F)CC=C,2.047572947
CC(CCO)C(F)(F)F,1.343325658
FC(F)(F)C1(F)N(CC2=CC=CC=C2)C1(F)C(F)(F)F,2.1955473
CC(C(=O)C1=CC=CC=C1)=C(C(F)(F)F)C(F)(F)F,2.340557372
CCC(C(=O)C1=CC=CC=C1)C(O)(C(F)(F)F)C(F)(F)F,1.755721579
CC(C(=O)C1=CC=CS1)=C(C(F)(F)F)C(F)(F)F,2.301261324
OC(=O)C1=C(F)C(F)=C(C(F)=C1F)C1=C(F)C(F)=C(C(O)=O)C(F)=C1F,1.759786005
CCOC(=O)C1=C(F)C(F)=C(OC2=C(F)C(F)=C(F)C(F)=C2F)C(F)=C1F,3.117799047
FC1=C(F)C(OC2=C(F)C(F)=C(C#N)C(F)=C2F)=C(F)C(F)=C1OC1=C(F)C(F)=C(C#N)C(F)=C1F,3.103546992
NNC1=C(F)C(F)=C(C(F)=C1F)C(F)(F)F,2.286303774
FC1=C(F)C(F)=C(C(=O)NNC(=O)C2=C(F)C(F)=C(F)C(F)=C2F)C(F)=C1F,2.411327512
FC(F)(F)C1=CC=CC(=C1)C(OCC1CO1)(C(F)(F)F)C(F)(F)F,2.597201622
OC(C1=CC=C(NC(=O)NC(=O)C2=CC=CC=C2Cl)C=C1)(C(F)(F)F)C(F)(F)F,1.581909225
FC(F)(F)C1(OS2(OC(C3=CC=CC=C23)(C(F)(F)F)C(F)(F)F)C2=CC=CC=C12)C(F)(F)F,2.599312852
FC(F)(F)SN1CN(CN(CN(CN(C1)SC(F)(F)F)SC(F)(F)F)SC(F)(F)F)SC(F)(F)F,1.570532348
FC(F)(F)C(OC(=O)C1=CC=CC=C1SC1=CC=CC=C1)(C1=CC=CC=C1)C(F)(F)F,2.795029774
CS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.48785502
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)OC1=CC=C(Cl)C=C1,2.074047029
CCOC(=O)C(C(=O)C(F)(F)C(F)(F)C(F)(F)C(=O)C(C(=O)OCC)=P(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)=P(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,2.30165027
CC(C)(O)C#CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.218447912
FC(F)(F)C1=CC(=NN1)C(F)(F)F,1.734903298
OCC1=C(C=CC=C1F)C(F)(F)F,1.758936756
FC(F)(Cl)C(F)(Cl)C(F)(F)C(F)(Cl)C(F)(F)C(F)(Cl)C(F)(F)C(F)(Cl)Cl,2.320102095
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.491099117
CCCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.069530221
FC#CC(F)(F)F,2.00836895
CCCCCCCCCC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,2.06824418
OC1=CSC(=N1)C(F)C(F)(F)F,1.444650763
FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C=O,2.110884613
COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)OC,1.720180441
COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.252745427
COC(=O)C(F)(Br)C(F)(F)F,1.1775701
FC1(F)COCOCC(F)(F)C(F)(F)C1(F)F,1.760317604
CCCCCCC1COC(O1)(C(F)(F)F)C(F)(F)F,2.198701574
FS(=O)C(F)(F)F,0.695294459
FC(F)(F)C1(Br)C(F)(F)C(F)(F)C(F)(F)C1(F)F,2.387404008
FC(F)(Br)C=C,1.602721634
FCC(Cl)CF,1.206052408
FC(F)(F)SS,1.004270755
FC(F)(F)C1(N=C(NC(=N1)C1=CC=CC=C1)C1=CC=CC=C1)C(F)(F)F,2.074452959
CC(I)CC(F)(F)F,1.730373668
FC1=C(F)C2(F)CCC1(F)C(F)(F)C2(F)F,2.691988047
FC1=C(F)C2(F)C(F)(F)C(F)(F)C12F,2.807906621
[H]C12CC([H])(C=C1)C(=C2C(F)(F)F)C(F)(F)F,2.744058613
FC(F)(F)C(F)(F)CCC(F)(F)C(F)(F)C=CC(F)(F)C(F)(F)F,2.50065603
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C=CI,2.39575585
CP(C)(=O)C1=C(F)C(F)=C(F)C(F)=C1F,2.251810983
FC1=C(F)C(F)(F)C2=C1C(F)=C(F)C(F)=C2F,3.074524234
CC1=CC=C(C=C1)C(C1=CC=C(C)C=C1)(C(F)(F)F)C(F)(F)F,2.793475599
FC(F)(F)C1=CC2=C(C=C1)N=C(C=C2Cl)C(F)(F)F,2.848762843
OC(C1=CC=C(C=C1)C(O)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F,1.878788794
OC(=O)C1=C(C=CC(=C1)C(F)(F)F)C(F)(F)F,1.519034848
CCCCCCCCCCCCCCCCOC(=O)C(F)(F)C(F)(F)C(F)(F)F,2.024569585
NC1=C(F)C(F)=NC(F)=C1F,1.267788215
ON=CC1=C(F)C(F)=C(F)C(F)=C1F,2.031943847
CC1=CC=CC=C1NC(=O)CCCC(=O)OCC(F)(F)C(F)F,1.133584319
NC1=CC(=CC(N)=C1)C(F)(F)C(F)(F)C(F)(F)F,1.559418176
CCOC(=O)NC(NC1=CC=C(F)C=C1)(C(F)(F)F)C(F)(F)F,1.905868871
FC(F)C(F)(F)C(F)(F)C(F)(F)C1=NC2=CC=CC=C2NC1=O,1.716508234
FC(F)(F)C1=C2C(=O)NC(=O)C2=C(C=C1)C(F)(F)F,1.710560809
FC(F)(F)CNC(=O)CCl,0.857086165
CC(CBr)CC(F)(F)F,1.738821458
COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.149647149
FC(F)(F)C(=O)OS(=O)(=O)C(F)(F)F,0.824925651
CC(=O)N1N=C(C=C1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.219611832
FC(F)(F)C(F)(F)C(F)(F)C1=NN(C(=O)C2=CC=CC=C2)C(=C1)C(F)(F)C(F)(F)C(F)(F)F,2.315457779
CCN(CC)C(N(CC)CC)=C(F)C(F)(F)F,1.474754422
FC1=C(F)C(F)=C(OC(=O)C(=O)OC2=C(F)C(F)=C(F)C(F)=C2F)C(F)=C1F,2.859077197
CC(=O)C1=C(C=C(C=C1)C(F)(F)F)C(F)(F)F,2.254028722
FC(F)(F)C1=CC=CC(=C1C(Cl)=O)C(F)(F)F,2.325811468
FC(F)(F)C1=CC(=C(Cl)N=C1Cl)C(F)(F)F,2.425252136
FC(F)(F)C1=CC=C(O1)C(F)(F)F,2.292471739
FC(F)(F)C1=CC(=C(CC#N)C=C1)C(F)(F)F,2.330576193
NNC(=S)NC1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,2.408355373
FC(F)(F)C(F)(F)C(F)(F)C(Br)=C,2.035365389
FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,2.266912434
FC(F)(F)OC(F)(C(Br)=C)C(F)(F)F,1.706455106
FC1=CC=CC(=N1)C(F)(F)F,1.841621256
FC(F)(F)C(F)(F)C(=O)C(Br)Br,1.19817177
FC(F)OCC(F)(F)C(F)F,1.500550787
FC1=C(CC#N)C=CC(=C1F)C(F)(F)F,2.121556532
COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)OC,1.343955212
FC1=C(C=CC(=C1)C#N)C(F)(F)F,1.837968527
FC1=C(C=CC(CBr)=C1)C(F)(F)F,2.407911209
OC1=CC=CC(=C1F)C(F)(F)F,1.649324239
COC1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,2.585502089
OC(F)(F)C(F)(F)C(F)(F)F,1.272431601
COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.377533184
OC(C1=CC=CC=N1)C(F)(F)C(F)(F)F,1.2687193
FC(F)(Br)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)Br,1.835764635
OP(O)(=O)C(F)(F)F,0.147542699
C[Si](C)(C)C(F)(F)C(F)(F)F,2.369133177
FC(F)C1=CC=CC=C1F,2.25653103
NC1=NC(=CO1)C(F)(F)F,1.107272515
COC(=O)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.915096017
OCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.856143504
NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.597855257
FC(F)(F)C1=CC(CC#N)=C(C=C1)C(F)(F)F,2.278583154
FC1=C(C(Br)=CC=C1)C(F)(F)F,2.740065145
FC(F)(F)C(F)(F)C(Br)=C,1.821754013
FC(F)(F)C(F)(F)C(F)(F)C(Cl)=C,2.028088533
FCC=C(Cl)C(F)(F)F,1.958851485
FC(F)(F)C(F)(F)C(Br)CBr,1.637527659
FC(F)(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,2.396570877
NC(=O)C1=CC(F)=C(C(F)=C1)C(F)(F)F,1.703972803
NNC1=C(F)C=C(C=C1)C(F)(F)F,2.145676009
OC(=O)C=CC(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,2.035816018
OCCCC(F)(F)C(F)(F)C(F)(F)F,1.594037841
OCC(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,1.681216007
CC1=C(C(=NN1)C(F)(F)C(F)(F)C(F)(F)F)[N+]([O-])=O,1.641971841
FC(C(F)(F)F)C(F)(F)C1CCCO1,1.78421689
FC(F)(F)OC1=CC=CC2=C1NC(=CC2=O)C(F)(F)F,2.457818833
FC(F)(F)C(F)(OC(F)(F)C(F)(F)I)C(F)(F)F,2.106071385
FC(C(F)C(F)(F)F)C(F)(F)F,2.078477501
OC(COC(=O)C=C)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.536076188
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC1CO1,1.959234892
FC(F)C(F)(F)C(F)(F)C(F)(F)I,2.128232501
CCOC(F)(F)C(F)(F)F,1.58045573
FC(F)(F)C(F)(F)COS(=O)(=O)C(F)(F)F,1.192807149
OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(O)=O,1.581423234
OC(COC(=O)C=C)CC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,1.638502578
CC(=C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,2.179274957
FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,2.430879039
FC1=C(C(F)=C(C(F)=C1C(F)(F)F)C(F)(F)F)C(F)(F)F,2.877956964
OC1CC(F)(F)C1(F)F,1.403782373
FC(F)C(F)(F)COC(F)(F)C(F)F,1.817022621
NC(=O)C(F)(F)C(F)F,0.653442764
OC(=O)C1=C(F)C(F)=C(C(F)=C1F)C(F)(F)F,1.657418425
FC1=CC(=CC(F)=C1F)C(F)(F)F,2.813179814
FC(Cl)C(F)(F)OCC(F)(F)F,1.632494589
FC(F)(F)COS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.567835378
FC1=CC=CC=C1OC(F)(F)F,2.786416875
FC(F)(F)C1=CC(=C(Br)C(=C1)C(F)(F)F)C(F)(F)F,2.944632534
CC(C(F)(F)F)C(F)(F)F,2.052297325
FC(C(F)(F)F)C(F)(F)OC(Cl)(Cl)Cl,1.80369954
FC(F)C(F)(F)OC1=CC(Br)=CC=C1,2.787748989
OC(=O)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(O)=O,0.99804738
FC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)Br,1.626895
OB(O)C1=C(C=CC(=C1)C(F)(F)F)C(F)(F)F,1.769238838
OC(=O)CC(C(F)(F)F)C(F)(F)F,1.186498008
NCC(C(O)=O)C(F)(F)F,0.033078085
FC1(F)CC(CCl)C1(F)F,2.368759188
CC1=CC=C(C=C1)S(=O)(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.672205585
CC1=CC=C(C=C1)S(=O)(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)COS(=O)(=O)C1=CC=C(C)C=C1,1.215105036
NC(=O)C(F)(Cl)C(F)(F)F,0.687132779
FC(F)(F)C(F)(Cl)C(Cl)=O,1.231914343
FC(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)C(F)=C,1.966282345
FC(F)(F)C(F)(F)OC(F)(F)C(F)(F)S(F)(=O)=O,1.391229281
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C#N,1.966985853
FC(F)(F)C(F)(C#C)C(F)(F)F,1.967887498
FC(F)(Cl)C(F)(Cl)CCCl,1.690194361
FC(F)(F)[C@@H]1CCCN1,0.676076953
CCO[Si](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OCC)OCC,2.165744961
CC1=NC(=NN1)C(F)(F)F,0.755197499
OB(O)C1=C(F)C(F)=C(F)C=C1F,1.786882395
NC(CC(N)=O)C(F)(F)F,0.358304142
FC(F)C(F)(F)COCC=C,1.59954653
OP(O)(=O)C(F)(F)C(F)(F)F,0.710692477
NC1=NC=C(F)C(=C1F)C(F)(F)F,1.618308126
COC(=O)CC1=C(F)C(F)=C(F)C(F)=C1F,1.977915315
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)NC1=CC=CC=C1,1.927534271
FC(F)(F)COB(OCC(F)(F)F)OCC(F)(F)F,1.929883502
FCC(F)(F)OC(F)(F)F,1.469832192
CC(=O)C1=C(C=CC(=C1)C(F)(F)F)C(F)(F)F,2.182856117
