SMILES,prediction_probability
C=C(CC(C)(C)c1ccc(O)cc1)c1ccc(O)cc1,0.4832886190490055
Clc1ccccc1-c1ccccc1,0.5352048990977387
CC(Br)(CBr)COc1c(Br)cc(Br)cc1Br,0.4838792471603871
CC(C)(C)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,0.49190711182385727
Clc1ccccc1-c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,0.5235158484918288
CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,0.4310778096970395
Brc1cc(Br)c(Br)c(Oc2ccc(Br)c(Br)c2Br)c1,0.5458605786308688
ClC1C(Br)C(Br)C(Br)C(Br)C1Br,0.5994396225781131
CC(C)(c1cc(Br)c(O)c(Br)c1)c1cc(Br)c(O)c(Br)c1,0.4722330919096798
CCCCCCCCCc1ccccc1O,0.4743412660707693
CC=C1CC2C=CC1C2,0.6331061391944182
Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,0.3412503016174351
O=[N+]([O-])c1ccc(Cl)cc1C(F)(F)F,0.2545080407679307
Cc1ccc(S(=O)(=O)Oc2ccc(N=Nc3ccc(-c4ccc(NN=C5C(=O)C=Cc6cc(S(=O)(=O)O)cc(S(=O)(=O)O)c65)c(C)c4)cc3C)cc2)cc1,0.2902417193670193
CN(C)c1ccc([C+](c2ccccc2)c2ccc(N(C)C)cc2)cc1,0.7468711406134032
Cc1ccc(N)cc1N,0.6184677592775044
N#CCCN(CCC#N)c1ccc(N=Nc2c(Cl)cc([N+](=O)[O-])cc2Cl)cc1,0.3343609142162663
Nc1cccc(O)c1,0.32773705484852905
O=[N+]([O-])c1cc(S(=O)(=O)Nc2ccccc2)ccc1Nc1ccccc1,0.43580782385802463
CCOc1ccc(NC(C)=O)cc1,0.6246204249305978
Cc1cc(-c2ccc(N=Nc3c(S(=O)(=O)O)cc4cc(S(=O)(=O)O)c(N=Nc5ccccc5)c(O)c4c3N)c(C)c2)ccc1N=Nc1ccc(N)cc1N,0.2919907074167907
Oc1c(Cl)cccc1Cl,0.32215893186290706
Clc1ccccn1,0.4728199249367029
BrC(Br)c1ccccc1OCC1CO1,0.4283199161789416
Cc1ccccc1N=Nc1ccc(NN=C2C(=O)C=Cc3ccccc32)c(C)c1,0.5356077733639828
CCCCCCCCc1ccccc1Nc1ccccc1CCCCCCCC,0.646932751600171
Cc1ccc(O)c([N+](=O)[O-])c1,0.37826392626440153
O=C1c2c(O)ccc(Nc3ccccc3)c2C(=O)c2c([N+](=O)[O-])ccc(O)c21,0.30777154285001695
S=c1[nH]c2ccccc2s1,0.6085426941607287
Nc1c(S(=O)(=O)O)cc(S(=O)(=O)O)c2cccc(O)c12,0.1965892052944251
